year,month,country,product,units,sales
2022,6,United States,Road-350-W Yellow,4,5920.40
2022,6,United States,Road-550-W Yellow,9,11085.05
2022,6,United States,Road-650 Black,4,2948.04
2022,6,United States,Road-650 Red,10,8078.79
2022,6,United States,Road-750 Black,5,3012.73
2022,7,Australia,Mountain-100 Black,5,15357.56
2022,7,Australia,Mountain-200 Black,24,48063.15
2022,7,Australia,Mountain-200 Silver,21,40208.66
2022,7,Australia,Mountain-400-W Silver,12,7746.73
2022,7,Australia,Mountain-500 Black,3,1765.85
2022,7,Australia,Mountain-500 Silver,8,3715.60
2022,7,Australia,Road-150 Red,25,75205.26
2022,7,Australia,Road-250 Black,21,44313.78
2022,7,Australia,Road-250 Red,10,20558.17
2022,7,Australia,Road-350-W Yellow,30,50857.31
2022,7,Australia,Road-550-W Yellow,29,28571.28
2022,7,Australia,Road-750 Black,28,13808.55
2022,7,Canada,Mountain-200 Black,8,18743.94
2022,7,Canada,Mountain-200 Silver,2,4888.85
2022,7,Canada,Mountain-500 Black,1,1105.06
2022,7,Canada,Road-150 Red,2,6806.39
2022,7,Canada,Road-250 Red,4,10191.18
2022,7,Canada,Road-350-W Yellow,2,3394.34
2022,7,Canada,Road-550-W Yellow,1,2176.80
2022,7,Canada,Road-750 Black,10,5349.34
2022,7,France,Mountain-200 Black,10,20772.24
2022,7,France,Mountain-200 Silver,9,20268.97
2022,7,France,Road-150 Red,24,73035.68
2022,7,France,Road-250 Black,12,26692.32
2022,7,France,Road-250 Red,9,20518.92
2022,7,France,Road-350-W Yellow,5,10078.92
2022,7,France,Road-550-W Yellow,10,10015.59
2022,7,France,Road-750 Black,4,1718.26
2022,7,Germany,Mountain-200 Black,6,13087.40
2022,7,Germany,Mountain-200 Silver,10,21915.44
2022,7,Germany,Road-150 Red,5,18997.15
2022,7,Germany,Road-250 Black,8,19292.39
2022,7,Germany,Road-250 Red,10,23305.77
2022,7,Germany,Road-350-W Yellow,5,8226.83
2022,7,Germany,Road-550-W Yellow,9,10588.78
2022,7,Germany,Road-650 Black,1,1493.96
2022,7,Germany,Road-650 Red,6,4398.81
2022,7,Germany,Road-750 Black,2,1099.38
2022,7,United Kingdom,Mountain-200 Black,13,30665.87
2022,7,United Kingdom,Mountain-200 Silver,8,19096.48
2022,7,United Kingdom,Mountain-400-W Silver,6,4362.93
2022,7,United Kingdom,Road-150 Red,6,19948.38
2022,7,United Kingdom,Road-250 Black,5,13717.37
2022,7,United Kingdom,Road-250 Red,5,15228.95
2022,7,United Kingdom,Road-350-W Yellow,14,24535.71
2022,7,United Kingdom,Road-550-W Yellow,10,10963.79
2022,7,United Kingdom,Road-650 Black,6,4599.04
2022,7,United Kingdom,Road-650 Red,2,1430.06
2022,7,United Kingdom,Road-750 Black,5,3332.37
2022,7,United States,Mountain-100 Black,2,6147.83
2022,7,United States,Mountain-100 Silver,1,5579.80
2022,7,United States,Mountain-200 Black,29,60709.92
2022,7,United States,Mountain-200 Silver,22,43597.98
2022,7,United States,Mountain-400-W Silver,10,8181.30
2022,7,United States,Mountain-500 Black,7,4449.95
2022,7,United States,Mountain-500 Silver,2,1204.79
2022,7,United States,Road-150 Red,21,63060.51
2022,7,United States,Road-250 Black,8,17351.45
2022,7,United States,Road-250 Red,6,14541.40
2022,7,United States,Road-350-W Yellow,6,7942.18
2022,7,United States,Road-550-W Yellow,22,24969.64
2022,7,United States,Road-650 Black,7,6395.77
2022,7,United States,Road-650 Red,4,2666.51
2022,7,United States,Road-750 Black,24,12214.00
2022,8,Australia,Mountain-100 Silver,2,5295.37
2022,8,Australia,Mountain-200 Black,14,27023.01
2022,8,Australia,Mountain-200 Silver,20,41223.00
2022,8,Australia,Mountain-400-W Silver,4,2619.81
2022,8,Australia,Mountain-500 Silver,2,1594.90
2022,8,Australia,Road-150 Red,8,24309.54
2022,8,Australia,Road-250 Black,12,27926.10
2022,8,Australia,Road-250 Red,0,2126.04
2022,8,Australia,Road-350-W Yellow,15,21719.18
2022,8,Australia,Road-550-W Yellow,7,6250.72
2022,8,Australia,Road-750 Black,11,5036.30
2022,8,Canada,Mountain-200 Silver,1,4806.43
2022,8,Canada,Mountain-500 Black,0,537.07
2022,8,Canada,Mountain-500 Silver,1,592.66
2022,8,Canada,Road-150 Red,1,3471.22
2022,8,Canada,Road-250 Red,1,4710.80
2022,8,Canada,Road-750 Black,0,519.96
2022,8,France,Mountain-100 Black,0,3235.98
2022,8,France,Mountain-200 Black,2,3991.85
2022,8,France,Mountain-200 Silver,3,5987.26
2022,8,France,Mountain-400-W Silver,0,686.76
2022,8,France,Road-150 Red,1,6187.63
2022,8,France,Road-250 Black,3,8273.73
2022,8,France,Road-250 Red,5,12003.46
2022,8,France,Road-350-W Yellow,1,1724.40
2022,8,France,Road-550-W Yellow,1,944.60
2022,8,France,Road-750 Black,1,994.79
2022,8,Germany,Mountain-200 Black,3,7043.46
2022,8,Germany,Road-150 Red,2,6673.04
2022,8,Germany,Road-250 Black,2,7352.08
2022,8,Germany,Road-250 Red,4,8593.19
2022,8,Germany,Road-350-W Yellow,5,7532.79
2022,8,Germany,Road-550-W Yellow,2,3186.44
2022,8,Germany,Road-650 Black,1,798.51
2022,8,United Kingdom,Mountain-200 Black,2,4270.05
2022,8,United Kingdom,Mountain-200 Silver,5,11654.76
2022,8,United Kingdom,Mountain-400-W Silver,2,1512.96
2022,8,United Kingdom,Mountain-500 Silver,1,578.94
2022,8,United Kingdom,Road-150 Red,3,11150.74
2022,8,United Kingdom,Road-250 Black,1,2363.53
2022,8,United Kingdom,Road-250 Red,2,5133.27
2022,8,United Kingdom,Road-350-W Yellow,7,11698.04
2022,8,United Kingdom,Road-550-W Yellow,3,3466.35
2022,8,United Kingdom,Road-650 Black,2,1630.76
2022,8,United Kingdom,Road-750 Black,6,3341.47
2022,8,United States,Mountain-100 Black,1,3432.10
2022,8,United States,Mountain-200 Black,7,15348.65
2022,8,United States,Mountain-200 Silver,10,22368.58
2022,8,United States,Mountain-400-W Silver,1,1560.89
2022,8,United States,Mountain-500 Black,1,880.09
2022,8,United States,Mountain-500 Silver,0,605.83
2022,8,United States,Road-150 Red,16,53386.69
2022,8,United States,Road-250 Black,3,9354.26
2022,8,United States,Road-250 Red,1,4013.37
2022,8,United States,Road-550-W Yellow,6,6544.93
2022,8,United States,Road-650 Black,1,1372.63
2022,8,United States,Road-650 Red,3,2660.86
2022,8,United States,Road-750 Black,1,952.14
2022,9,Australia,Mountain-100 Black,5,14629.74
2022,9,Australia,Mountain-100 Silver,1,2892.68
2022,9,Australia,Mountain-200 Black,15,28596.65
2022,9,Australia,Mountain-200 Silver,19,35518.88
2022,9,Australia,Mountain-400-W Silver,6,4988.78
2022,9,Australia,Mountain-500 Silver,3,1824.07
2022,9,Australia,Road-150 Red,15,46190.04
2022,9,Australia,Road-250 Black,5,10395.83
2022,9,Australia,Road-250 Red,1,4243.91
2022,9,Australia,Road-350-W Yellow,18,23905.93
2022,9,Australia,Road-550-W Yellow,14,13607.12
2022,9,Australia,Road-650 Black,1,694.86
2022,9,Australia,Road-750 Black,4,1972.75
2022,9,Canada,Mountain-200 Black,5,11180.17
2022,9,Canada,Mountain-200 Silver,1,2310.04
2022,9,Canada,Mountain-400-W Silver,0,831.11
2022,9,Canada,Road-150 Red,1,3648.11
2022,9,Canada,Road-250 Red,1,2487.29
2022,9,France,Mountain-100 Black,1,2911.14
2022,9,France,Mountain-100 Silver,1,2559.65
2022,9,France,Mountain-200 Silver,2,5939.61
2022,9,France,Mountain-500 Silver,1,504.66
2022,9,France,Road-150 Red,4,12209.56
2022,9,France,Road-250 Black,0,1983.20
2022,9,France,Road-250 Red,6,12179.36
2022,9,France,Road-350-W Yellow,1,1351.38
2022,9,France,Road-550-W Yellow,6,5691.00
2022,9,France,Road-650 Black,2,1280.91
2022,9,Germany,Mountain-200 Black,6,13432.99
2022,9,Germany,Mountain-200 Silver,5,9909.68
2022,9,Germany,Mountain-500 Silver,1,476.66
2022,9,Germany,Road-150 Red,3,9984.41
2022,9,Germany,Road-250 Black,3,9355.98
2022,9,Germany,Road-250 Red,4,8217.58
2022,9,Germany,Road-350-W Yellow,4,6164.77
2022,9,Germany,Road-550-W Yellow,4,4010.55
2022,9,Germany,Road-650 Red,1,626.01
2022,9,United Kingdom,Mountain-200 Black,5,11605.19
2022,9,United Kingdom,Mountain-200 Silver,2,4759.59
2022,9,United Kingdom,Mountain-400-W Silver,1,1604.04
2022,9,United Kingdom,Road-150 Red,5,16494.75
2022,9,United Kingdom,Road-250 Red,0,2407.39
2022,9,United Kingdom,Road-350-W Yellow,6,9847.37
2022,9,United Kingdom,Road-550-W Yellow,5,5230.33
2022,9,United Kingdom,Road-650 Red,1,757.22
2022,9,United Kingdom,Road-750 Black,7,3881.36
2022,9,United States,Mountain-100 Black,1,2777.11
2022,9,United States,Mountain-200 Black,8,15669.80
2022,9,United States,Mountain-200 Silver,11,24678.92
2022,9,United States,Mountain-400-W Silver,1,1439.48
2022,9,United States,Road-150 Red,13,48756.56
2022,9,United States,Road-250 Black,0,2406.49
2022,9,United States,Road-350-W Yellow,0,1414.36
2022,9,United States,Road-550-W Yellow,6,6488.86
2022,9,United States,Road-650 Black,4,2779.10
2022,9,United States,Road-650 Red,5,3404.66
2022,9,United States,Road-750 Black,8,4530.90
2022,10,Australia,Mountain-100 Black,1,3013.25
2022,10,Australia,Mountain-100 Silver,3,8572.90
2022,10,Australia,Mountain-200 Black,18,35151.24
2022,10,Australia,Mountain-200 Silver,11,22609.78
2022,10,Australia,Mountain-400-W Silver,15,9500.74
2022,10,Australia,Mountain-500 Black,1,413.63
2022,10,Australia,Mountain-500 Silver,2,984.25
2022,10,Australia,Road-150 Red,13,40967.00
2022,10,Australia,Road-250 Black,5,10529.17
2022,10,Australia,Road-250 Red,1,4407.90
2022,10,Australia,Road-350-W Yellow,7,10376.32
2022,10,Australia,Road-550-W Yellow,10,10181.09
2022,10,Australia,Road-650 Black,4,2760.27
2022,10,Australia,Road-650 Red,2,2141.84
2022,10,Australia,Road-750 Black,10,4757.17
2022,10,Canada,Mountain-200 Black,2,4559.56
2022,10,Canada,Mountain-200 Silver,2,7208.78
2022,10,Canada,Mountain-400-W Silver,0,835.04
2022,10,Canada,Mountain-500 Black,1,1067.70
2022,10,Canada,Road-150 Red,3,10824.97
2022,10,Canada,Road-250 Red,2,5116.55
2022,10,Canada,Road-550-W Yellow,2,2127.56
2022,10,Canada,Road-650 Red,0,830.31
2022,10,Canada,Road-750 Black,0,539.58
2022,10,France,Mountain-100 Black,1,3547.37
2022,10,France,Mountain-100 Silver,2,6300.18
2022,10,France,Mountain-200 Black,1,2244.81
2022,10,France,Mountain-200 Silver,1,4113.56
2022,10,France,Mountain-500 Silver,1,452.20
2022,10,France,Road-150 Red,1,6221.82
2022,10,France,Road-250 Black,4,11520.53
2022,10,France,Road-250 Red,8,20572.28
2022,10,France,Road-350-W Yellow,4,6382.23
2022,10,France,Road-550-W Yellow,2,1689.32
2022,10,France,Road-650 Black,1,1294.82
2022,10,France,Road-750 Black,1,818.84
2022,10,Germany,Mountain-200 Black,3,8489.61
2022,10,Germany,Mountain-200 Silver,2,3635.97
2022,10,Germany,Mountain-400-W Silver,1,707.27
2022,10,Germany,Mountain-500 Silver,0,511.88
2022,10,Germany,Road-150 Red,0,3841.64
2022,10,Germany,Road-250 Black,3,9015.49
2022,10,Germany,Road-250 Red,1,4270.51
2022,10,Germany,Road-350-W Yellow,5,9375.11
2022,10,Germany,Road-550-W Yellow,3,4135.83
2022,10,Germany,Road-650 Black,2,1469.26
2022,10,Germany,Road-650 Red,1,703.10
2022,10,Germany,Road-750 Black,1,444.89
2022,10,United Kingdom,Mountain-200 Black,5,13556.33
2022,10,United Kingdom,Mountain-200 Silver,2,7309.73
2022,10,United Kingdom,Road-150 Red,6,26387.96
2022,10,United Kingdom,Road-250 Black,2,4861.88
2022,10,United Kingdom,Road-250 Red,1,2324.30
2022,10,United Kingdom,Road-350-W Yellow,6,10398.91
2022,10,United Kingdom,Road-650 Black,0,794.74
2022,10,United Kingdom,Road-650 Red,0,768.87
2022,10,United Kingdom,Road-750 Black,8,4563.07
2022,10,United States,Mountain-200 Black,7,16588.19
2022,10,United States,Mountain-200 Silver,12,25306.44
2022,10,United States,Mountain-400-W Silver,0,658.07
2022,10,United States,Mountain-500 Black,0,530.92
2022,10,United States,Road-150 Red,9,28111.71
2022,10,United States,Road-250 Black,3,5899.26
2022,10,United States,Road-250 Red,2,4591.06
2022,10,United States,Road-350-W Yellow,4,5675.29
2022,10,United States,Road-550-W Yellow,7,6909.23
2022,10,United States,Road-650 Black,1,777.55
2022,10,United States,Road-650 Red,0,818.76
2022,10,United States,Road-750 Black,2,945.59
2022,11,Australia,Mountain-100 Black,3,8812.37
2022,11,Australia,Mountain-100 Silver,0,2680.43
2022,11,Australia,Mountain-200 Black,16,27629.92
2022,11,Australia,Mountain-200 Silver,24,43113.87
2022,11,Australia,Mountain-400-W Silver,8,5544.53
2022,11,Australia,Mountain-500 Silver,1,1020.99
2022,11,Australia,Road-150 Red,14,41957.31
2022,11,Australia,Road-250 Black,2,6750.32
2022,11,Australia,Road-250 Red,1,2148.71
2022,11,Australia,Road-350-W Yellow,1,2803.93
2022,11,Australia,Road-550-W Yellow,5,5903.04
2022,11,Australia,Road-650 Black,3,2519.93
2022,11,Australia,Road-650 Red,5,3176.51
2022,11,Australia,Road-750 Black,22,10833.79
2022,11,Canada,Mountain-200 Black,4,8958.87
2022,11,Canada,Road-350-W Yellow,1,1620.58
2022,11,Canada,Road-650 Black,1,813.60
2022,11,Canada,Road-750 Black,1,561.34
2022,11,France,Mountain-200 Black,3,7706.59
2022,11,France,Mountain-200 Silver,0,1975.89
2022,11,France,Mountain-400-W Silver,1,735.04
2022,11,France,Road-150 Red,5,14826.94
2022,11,France,Road-250 Black,8,19576.34
2022,11,France,Road-250 Red,2,4056.03
2022,11,France,Road-550-W Yellow,8,8238.13
2022,11,France,Road-650 Black,2,2149.46
2022,11,France,Road-750 Black,2,916.44
2022,11,Germany,Mountain-200 Black,4,8083.02
2022,11,Germany,Mountain-200 Silver,6,13123.89
2022,11,Germany,Mountain-400-W Silver,1,654.65
2022,11,Germany,Road-150 Red,3,9873.05
2022,11,Germany,Road-250 Black,2,3942.73
2022,11,Germany,Road-250 Red,1,2386.90
2022,11,Germany,Road-350-W Yellow,11,17645.71
2022,11,Germany,Road-550-W Yellow,4,4188.33
2022,11,Germany,Road-650 Black,0,678.83
2022,11,Germany,Road-750 Black,7,3480.59
2022,11,United Kingdom,Mountain-200 Black,2,4757.05
2022,11,United Kingdom,Mountain-200 Silver,2,6634.37
2022,11,United Kingdom,Mountain-400-W Silver,4,3164.09
2022,11,United Kingdom,Road-150 Red,0,3283.86
2022,11,United Kingdom,Road-250 Black,0,2548.10
2022,11,United Kingdom,Road-350-W Yellow,7,11406.20
2022,11,United Kingdom,Road-550-W Yellow,8,9486.19
2022,11,United Kingdom,Road-750 Black,3,1628.47
2022,11,United States,Mountain-200 Black,7,13921.78
2022,11,United States,Mountain-200 Silver,14,29448.78
2022,11,United States,Mountain-400-W Silver,3,1847.59
2022,11,United States,Mountain-500 Black,1,572.08
2022,11,United States,Road-150 Red,20,64346.20
2022,11,United States,Road-250 Black,1,2500.95
2022,11,United States,Road-250 Red,1,1930.04
2022,11,United States,Road-350-W Yellow,2,5481.85
2022,11,United States,Road-550-W Yellow,8,8865.40
2022,11,United States,Road-650 Black,2,1683.16
2022,11,United States,Road-650 Red,3,1866.86
2022,11,United States,Road-750 Black,7,3710.91
2022,12,Australia,Mountain-100 Black,2,5522.92
2022,12,Australia,Mountain-100 Silver,4,11545.80
2022,12,Australia,Mountain-200 Black,17,31518.31
2022,12,Australia,Mountain-200 Silver,21,38792.74
2022,12,Australia,Mountain-400-W Silver,7,4950.27
2022,12,Australia,Mountain-500 Black,3,1371.39
2022,12,Australia,Mountain-500 Silver,1,483.29
2022,12,Australia,Road-150 Red,15,49125.05
2022,12,Australia,Road-250 Black,4,10633.09
2022,12,Australia,Road-250 Red,0,2071.12
2022,12,Australia,Road-350-W Yellow,17,24609.65
2022,12,Australia,Road-550-W Yellow,9,9625.77
2022,12,Australia,Road-650 Black,1,606.72
2022,12,Australia,Road-750 Black,7,3682.84
2022,12,Canada,Mountain-200 Black,4,9389.73
2022,12,Canada,Mountain-200 Silver,2,6656.22
2022,12,Canada,Mountain-400-W Silver,0,805.18
2022,12,Canada,Road-150 Red,4,13981.61
2022,12,Canada,Road-250 Black,1,2408.44
2022,12,Canada,Road-250 Red,1,2658.86
2022,12,Canada,Road-350-W Yellow,2,3275.28
2022,12,Canada,Road-650 Red,1,789.20
2022,12,Canada,Road-750 Black,2,1051.36
2022,12,France,Mountain-200 Black,4,8211.37
2022,12,France,Mountain-200 Silver,6,12652.56
2022,12,France,Mountain-500 Silver,1,519.79
2022,12,France,Road-150 Red,4,11600.79
2022,12,France,Road-250 Black,7,14297.90
2022,12,France,Road-250 Red,1,2165.06
2022,12,France,Road-350-W Yellow,2,3206.08
2022,12,France,Road-550-W Yellow,5,5962.94
2022,12,France,Road-650 Red,1,1398.10
2022,12,Germany,Mountain-200 Black,5,9863.86
2022,12,Germany,Mountain-200 Silver,3,6519.43
2022,12,Germany,Road-150 Red,4,16907.38
2022,12,Germany,Road-250 Red,3,6828.85
2022,12,Germany,Road-350-W Yellow,8,13458.00
2022,12,Germany,Road-550-W Yellow,7,6666.04
2022,12,Germany,Road-650 Red,1,701.90
2022,12,Germany,Road-750 Black,5,2433.45
2022,12,United Kingdom,Mountain-200 Black,5,11323.32
2022,12,United Kingdom,Mountain-200 Silver,1,4763.56
2022,12,United Kingdom,Road-150 Red,4,13469.43
2022,12,United Kingdom,Road-250 Black,3,7636.02
2022,12,United Kingdom,Road-250 Red,4,9410.26
2022,12,United Kingdom,Road-350-W Yellow,4,8329.74
2022,12,United Kingdom,Road-550-W Yellow,7,9086.48
2022,12,United Kingdom,Road-650 Black,6,4691.07
2022,12,United Kingdom,Road-750 Black,3,2238.74
2022,12,United States,Mountain-100 Silver,0,3061.67
2022,12,United States,Mountain-200 Black,20,43181.04
2022,12,United States,Mountain-200 Silver,17,36103.15
2022,12,United States,Mountain-400-W Silver,7,4759.42
2022,12,United States,Mountain-500 Black,2,1157.03
2022,12,United States,Road-150 Red,15,47729.01
2022,12,United States,Road-250 Black,2,3669.08
2022,12,United States,Road-250 Red,1,2382.96
2022,12,United States,Road-350-W Yellow,6,10158.24
2022,12,United States,Road-550-W Yellow,6,6066.07
2022,12,United States,Road-650 Black,2,1446.65
2022,12,United States,Road-650 Red,6,4545.55
2022,12,United States,Road-750 Black,7,3777.54
2023,1,Australia,Mountain-200 Black,18,31222.62
2023,1,Australia,Mountain-200 Silver,9,21000.43
2023,1,Australia,Mountain-400-W Silver,2,1285.31
2023,1,Australia,Mountain-500 Black,5,2669.59
2023,1,Australia,Mountain-500 Silver,10,4410.51
2023,1,Australia,Road-150 Red,3,13222.90
2023,1,Australia,Road-250 Black,14,31299.95
2023,1,Australia,Road-250 Red,2,4512.57
2023,1,Australia,Road-350-W Yellow,3,6409.21
2023,1,Australia,Road-550-W Yellow,19,17702.34
2023,1,Australia,Road-650 Red,1,1246.39
2023,1,Australia,Road-750 Black,48,22126.62
2023,1,Canada,Mountain-200 Silver,4,9213.54
2023,1,Canada,Mountain-500 Black,1,1153.12
2023,1,Canada,Road-150 Red,10,34529.74
2023,1,Canada,Road-250 Black,2,10176.77
2023,1,Canada,Road-250 Red,1,5759.68
2023,1,Canada,Road-350-W Yellow,6,10631.05
2023,1,Canada,Road-550-W Yellow,6,9258.19
2023,1,Canada,Road-750 Black,3,2391.17
2023,1,France,Mountain-100 Black,1,5400.13
2023,1,France,Road-150 Red,10,30251.24
2023,1,France,Road-250 Black,3,8317.44
2023,1,France,Road-250 Red,1,4422.59
2023,1,France,Road-350-W Yellow,1,2860.59
2023,1,France,Road-550-W Yellow,1,1916.46
2023,1,France,Road-650 Black,0,1433.74
2023,1,France,Road-750 Black,3,1927.07
2023,1,Germany,Mountain-200 Black,5,12454.96
2023,1,Germany,Mountain-500 Silver,2,1133.71
2023,1,Germany,Road-150 Red,8,25452.83
2023,1,Germany,Road-250 Black,8,17136.31
2023,1,Germany,Road-250 Red,0,5317.08
2023,1,Germany,Road-550-W Yellow,4,4294.95
2023,1,Germany,Road-650 Black,2,1662.69
2023,1,Germany,Road-650 Red,2,1170.72
2023,1,Germany,Road-750 Black,1,941.38
2023,1,United Kingdom,Mountain-200 Black,2,4684.29
2023,1,United Kingdom,Mountain-200 Silver,2,4553.39
2023,1,United Kingdom,Mountain-400-W Silver,4,3511.70
2023,1,United Kingdom,Road-250 Black,2,4847.66
2023,1,United Kingdom,Road-250 Red,1,5037.44
2023,1,United Kingdom,Road-350-W Yellow,4,6803.52
2023,1,United Kingdom,Road-550-W Yellow,6,6773.45
2023,1,United Kingdom,Road-750 Black,3,2241.93
2023,1,United States,Mountain-100 Black,2,6478.21
2023,1,United States,Mountain-100 Silver,3,15224.63
2023,1,United States,Mountain-200 Black,5,13025.57
2023,1,United States,Mountain-200 Silver,3,10349.24
2023,1,United States,Mountain-400-W Silver,2,1610.03
2023,1,United States,Mountain-500 Black,2,893.29
2023,1,United States,Road-150 Red,39,124670.22
2023,1,United States,Road-250 Black,16,49103.38
2023,1,United States,Road-250 Red,6,18231.97
2023,1,United States,Road-350-W Yellow,14,20329.28
2023,1,United States,Road-550-W Yellow,20,21432.96
2023,1,United States,Road-650 Black,5,3556.32
2023,1,United States,Road-650 Red,11,8659.88
2023,1,United States,Road-750 Black,28,12821.67
2023,2,Australia,Mountain-200 Black,26,41298.89
2023,2,Australia,Mountain-200 Silver,15,30222.60
2023,2,Australia,Mountain-400-W Silver,2,1372.37
2023,2,Australia,Mountain-500 Black,2,1782.93
2023,2,Australia,Mountain-500 Silver,0,996.67
2023,2,Australia,Road-150 Red,5,17893.05
2023,2,Australia,Road-250 Black,24,54519.27
2023,2,Australia,Road-250 Red,4,8046.18
2023,2,Australia,Road-350-W Yellow,28,36197.36
2023,2,Australia,Road-550-W Yellow,9,10230.62
2023,2,Australia,Road-750 Black,15,6845.00
2023,2,Canada,Mountain-200 Black,1,4573.19
2023,2,Canada,Mountain-200 Silver,3,9787.28
2023,2,Canada,Mountain-400-W Silver,1,1615.98
2023,2,Canada,Mountain-500 Black,2,1248.56
2023,2,Canada,Road-150 Red,9,35713.12
2023,2,Canada,Road-250 Black,2,4912.63
2023,2,Canada,Road-250 Red,6,14615.61
2023,2,Canada,Road-350-W Yellow,2,3376.98
2023,2,Canada,Road-550-W Yellow,6,6917.17
2023,2,Canada,Road-650 Red,1,1647.72
2023,2,Canada,Road-750 Black,8,4209.53
2023,2,France,Mountain-200 Black,4,8042.25
2023,2,France,Road-150 Red,16,45396.93
2023,2,France,Road-250 Black,3,8735.36
2023,2,France,Road-250 Red,4,8751.82
2023,2,France,Road-350-W Yellow,3,6015.83
2023,2,France,Road-550-W Yellow,3,3533.28
2023,2,France,Road-650 Red,1,1491.11
2023,2,France,Road-750 Black,5,2850.61
2023,2,Germany,Mountain-200 Silver,6,11500.99
2023,2,Germany,Road-150 Red,0,6796.03
2023,2,Germany,Road-250 Black,7,17202.76
2023,2,Germany,Road-250 Red,4,14584.41
2023,2,Germany,Road-350-W Yellow,4,8597.32
2023,2,Germany,Road-650 Black,8,6541.51
2023,2,Germany,Road-650 Red,6,4063.70
2023,2,Germany,Road-750 Black,2,1035.39
2023,2,United Kingdom,Mountain-200 Silver,5,15364.46
2023,2,United Kingdom,Mountain-400-W Silver,2,3197.54
2023,2,United Kingdom,Mountain-500 Black,1,1086.01
2023,2,United Kingdom,Mountain-500 Silver,1,1214.58
2023,2,United Kingdom,Road-150 Red,1,6842.74
2023,2,United Kingdom,Road-250 Black,5,13974.88
2023,2,United Kingdom,Road-250 Red,8,18146.27
2023,2,United Kingdom,Road-350-W Yellow,1,3760.81
2023,2,United Kingdom,Road-550-W Yellow,6,6366.82
2023,2,United Kingdom,Road-650 Red,2,1681.83
2023,2,United Kingdom,Road-750 Black,8,4501.21
2023,2,United States,Mountain-200 Black,9,22392.17
2023,2,United States,Mountain-200 Silver,7,18190.22
2023,2,United States,Mountain-400-W Silver,8,6443.44
2023,2,United States,Mountain-500 Black,0,1177.95
2023,2,United States,Road-150 Red,50,152019.07
2023,2,United States,Road-250 Black,10,21916.04
2023,2,United States,Road-250 Red,21,53509.44
2023,2,United States,Road-350-W Yellow,10,18743.68
2023,2,United States,Road-550-W Yellow,32,33091.45
2023,2,United States,Road-650 Black,12,9607.81
2023,2,United States,Road-650 Red,4,4479.10
2023,2,United States,Road-750 Black,28,14545.06
2023,3,Australia,Mountain-200 Black,10,18315.71
2023,3,Australia,Mountain-200 Silver,27,49130.94
2023,3,Australia,Mountain-500 Black,3,1779.02
2023,3,Australia,Mountain-500 Silver,15,7256.86
2023,3,Australia,Road-150 Red,8,24550.07
2023,3,Australia,Road-250 Black,20,40944.92
2023,3,Australia,Road-250 Red,3,8588.31
2023,3,Australia,Road-350-W Yellow,18,24677.47
2023,3,Australia,Road-550-W Yellow,26,26607.33
2023,3,Australia,Road-750 Black,22,9785.93
2023,3,Canada,Mountain-200 Black,2,4478.64
2023,3,Canada,Mountain-500 Black,2,1156.45
2023,3,Canada,Road-150 Red,6,28426.82
2023,3,Canada,Road-250 Black,5,13694.68
2023,3,Canada,Road-250 Red,24,63619.64
2023,3,Canada,Road-550-W Yellow,6,6996.81
2023,3,Canada,Road-650 Red,4,3014.12
2023,3,Canada,Road-750 Black,10,5229.46
2023,3,France,Mountain-200 Black,10,18353.27
2023,3,France,Mountain-200 Silver,5,14399.04
2023,3,France,Road-150 Red,12,37961.93
2023,3,France,Road-250 Black,2,4566.87
2023,3,France,Road-250 Red,7,19216.65
2023,3,France,Road-750 Black,2,1014.76
2023,3,Germany,Mountain-200 Silver,2,8653.82
2023,3,Germany,Mountain-500 Black,1,980.25
2023,3,Germany,Road-150 Red,6,21109.41
2023,3,Germany,Road-250 Black,5,13866.25
2023,3,Germany,Road-250 Red,3,9694.40
2023,3,Germany,Road-350-W Yellow,2,3251.81
2023,3,Germany,Road-550-W Yellow,6,5725.76
2023,3,Germany,Road-650 Black,5,4844.07
2023,3,Germany,Road-750 Black,4,2143.61
2023,3,United Kingdom,Mountain-200 Black,1,4460.00
2023,3,United Kingdom,Mountain-200 Silver,4,9184.13
2023,3,United Kingdom,Mountain-400-W Silver,1,1600.08
2023,3,United Kingdom,Mountain-500 Silver,1,1151.27
2023,3,United Kingdom,Road-150 Red,8,27325.83
2023,3,United Kingdom,Road-250 Red,5,13876.86
2023,3,United Kingdom,Road-350-W Yellow,15,21743.20
2023,3,United Kingdom,Road-550-W Yellow,11,13355.39
2023,3,United Kingdom,Road-650 Black,1,1575.82
2023,3,United Kingdom,Road-650 Red,2,1527.04
2023,3,United Kingdom,Road-750 Black,17,8973.40
2023,3,United States,Mountain-200 Black,15,28221.90
2023,3,United States,Mountain-200 Silver,24,49728.46
2023,3,United States,Mountain-400-W Silver,1,1212.98
2023,3,United States,Mountain-500 Black,1,1113.92
2023,3,United States,Road-150 Red,47,157797.92
2023,3,United States,Road-250 Black,10,21903.14
2023,3,United States,Road-250 Red,8,18183.15
2023,3,United States,Road-350-W Yellow,9,13719.97
2023,3,United States,Road-550-W Yellow,33,36024.89
2023,3,United States,Road-650 Black,8,6085.50
2023,3,United States,Road-650 Red,11,9144.44
2023,3,United States,Road-750 Black,32,14547.34
2023,4,Australia,Mountain-200 Black,9,20487.86
2023,4,Australia,Mountain-200 Silver,4,8451.93
2023,4,Australia,Road-150 Red,5,17451.50
